feedback_id,alert_id,meter_id,inspector_id,feedback_timestamp,feedback_type,feedback_reason_code,confidence_level,narrative,resolution_date,follow_up_required,follow_up_date
FBK-000253,ALT-000685,BSCM-000151,INS-0013,2023-04-15 18:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 276.68.,2023-04-15,False,
FBK-000254,ALT-001627,BSCM-000259,INS-0020,2024-06-19 14:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 525.79.,2024-06-19,False,
FBK-000255,ALT-001988,BSCM-000087,INS-0011,2023-09-12 13:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 254.18.,2023-09-12,True,2023-10-12
FBK-000256,ALT-002175,BSCM-000184,INS-0001,2023-08-22 19:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 384.68.,2023-08-22,False,
FBK-000257,ALT-000691,BSCM-000431,INS-0013,2023-03-16 00:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 484.34.,2023-03-16,False,
FBK-000258,ALT-002223,BSCM-000330,INS-0001,2024-11-07 06:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 173.00.,2024-11-07,True,2024-12-07
FBK-000259,ALT-000792,BSCM-000057,INS-0017,2024-04-13 09:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 491.18.,2024-04-13,False,
FBK-000260,ALT-002571,BSCM-000318,INS-0016,2023-12-06 08:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 249.26.,2023-12-06,False,
FBK-000261,ALT-002506,BSCM-000066,INS-0017,2024-08-28 14:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 449.78.,2024-08-28,True,2024-09-27
FBK-000262,ALT-002218,BSCM-000191,INS-023,2024-07-08 20:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 245.48.,2024-07-08,False,
FBK-000263,ALT-003303,BSCM-000132,INS-0015,2023-12-12 03:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 126.52.,2023-12-12,False,
FBK-000264,ALT-002180,BSCM-000220,INS-025,2024-01-01 07:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 459.50.,2024-01-01,True,2024-01-31
FBK-000265,ALT-003104,BSCM-000438,INS-0014,2025-01-03 18:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 2935.84.,2025-01-03,False,
FBK-000266,ALT-002406,BSCM-000021,INS-027,2024-03-05 09:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 311.07.,2024-03-05,False,
FBK-000267,ALT-001428,BSCM-000346,INS-0014,2023-04-22 20:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 187.39.,2023-04-22,True,2023-05-22
FBK-000268,ALT-000256,BSCM-000023,INS-0003,2024-09-14 01:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 210.87.,2024-09-14,False,
FBK-000269,ALT-001239,BSCM-000340,INS-0018,2024-01-08 12:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 200.33.,2024-01-08,False,
FBK-000270,ALT-000355,BSCM-000311,INS-031,2023-07-21 15:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 397.91.,2023-07-21,True,2023-08-20
FBK-000271,ALT-001164,BSCM-000329,INS-0001,2024-04-10 23:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 356.19.,2024-04-10,False,
FBK-000272,ALT-002083,BSCM-000337,INS-0019,2024-04-07 07:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 219.75.,2024-04-07,False,
FBK-000273,ALT-000392,BSCM-000493,INS-0013,2024-11-11 22:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 255.40.,2024-11-11,True,2024-12-11
FBK-000274,ALT-003234,BSCM-000020,INS-0008,2024-08-30 18:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 399.29.,2024-08-30,False,
FBK-000275,ALT-003314,BSCM-000129,INS-0014,2023-07-16 21:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 126.46.,2023-07-16,False,
FBK-000276,ALT-001190,BSCM-000173,INS-0001,2024-05-01 08:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 495.97.,2024-05-01,True,2024-05-31
FBK-000277,ALT-003313,BSCM-000221,INS-038,2023-05-26 19:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 354.10.,2023-05-26,False,
FBK-000278,ALT-003142,BSCM-000149,INS-0019,2023-05-17 10:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 305.39.,2023-05-17,False,
FBK-000279,ALT-001922,BSCM-000062,INS-0016,2024-05-25 17:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 93.31.,2024-05-25,True,2024-06-24
FBK-000280,ALT-002877,BSCM-000297,INS-0001,2024-12-07 19:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 498.08.,2024-12-07,False,
FBK-000281,ALT-002711,BSCM-000459,INS-0005,2024-09-18 02:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 172.68.,2024-09-18,False,
FBK-000282,ALT-000157,BSCM-000249,INS-043,2024-09-02 05:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 295.12.,2024-09-02,True,2024-10-02
FBK-000283,ALT-002091,BSCM-000479,INS-044,2023-06-28 02:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 229.07.,2023-06-28,False,
FBK-000284,ALT-001506,BSCM-000441,INS-0002,2023-08-22 18:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 167.46.,2023-08-22,False,
FBK-000285,ALT-001196,BSCM-000176,INS-046,2023-03-12 16:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 240.74.,2023-03-12,True,2023-04-11
FBK-000286,ALT-000702,BSCM-000245,INS-0001,2023-06-04 23:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 358.68.,2023-06-04,False,
FBK-000287,ALT-000746,BSCM-000124,INS-0002,2024-04-16 06:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 174.00.,2024-04-16,False,
FBK-000288,ALT-002114,BSCM-000235,INS-0008,2023-07-06 03:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 445.36.,2023-07-06,True,2023-08-05
FBK-000289,ALT-000596,BSCM-000382,INS-0015,2023-10-18 10:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 183.53.,2023-10-18,False,
FBK-000290,ALT-000354,BSCM-000250,INS-0013,2024-02-03 17:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 492.67.,2024-02-03,False,
FBK-000291,ALT-003168,BSCM-000342,INS-0001,2024-02-07 20:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 363.20.,2024-02-07,True,2024-03-08
FBK-000292,ALT-000221,BSCM-000439,INS-0011,2023-02-08 00:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 225.66.,2023-02-08,False,
FBK-000293,ALT-001879,BSCM-000238,INS-006,2024-04-16 00:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 293.80.,2024-04-16,False,
FBK-000294,ALT-002894,BSCM-000384,INS-0015,2023-03-01 19:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 3784.56.,2023-03-01,True,2023-03-31
FBK-000295,ALT-003297,BSCM-000334,INS-0019,2023-07-22 17:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 329.95.,2023-07-22,False,
FBK-000296,ALT-003101,BSCM-000221,INS-0009,2024-07-25 03:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 253.25.,2024-07-25,False,
FBK-000297,ALT-000561,BSCM-000236,INS-0019,2024-05-17 05:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 209.02.,2024-05-17,True,2024-06-16
FBK-000298,ALT-001050,BSCM-000161,INS-0014,2024-03-23 14:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 92.04.,2024-03-23,False,
FBK-000299,ALT-002205,BSCM-000360,INS-0018,2023-10-24 20:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 300.61.,2023-10-24,False,
FBK-000300,ALT-000039,BSCM-000188,INS-013,2023-08-24 06:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 87.34.,2023-08-24,True,2023-09-23
FBK-000301,ALT-002625,BSCM-000064,INS-014,2023-09-01 13:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 432.04.,2023-09-01,False,
FBK-000302,ALT-001578,BSCM-000344,INS-015,2024-02-11 16:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 300.61.,2024-02-11,False,
FBK-000303,ALT-003483,BSCM-000153,INS-016,2023-08-26 21:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 2728.64.,2023-08-26,True,2023-09-25
FBK-000304,ALT-003143,BSCM-000024,INS-017,2023-01-10 09:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 350.28.,2023-01-10,False,
FBK-000305,ALT-000475,BSCM-000237,INS-018,2023-03-11 07:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 347.62.,2023-03-11,False,
FBK-000306,ALT-002403,BSCM-000378,INS-0007,2023-07-08 10:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 191.70.,2023-07-08,True,2023-08-07
FBK-000307,ALT-002331,BSCM-000436,INS-0013,2023-10-17 00:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 82.97.,2023-10-17,False,
FBK-000308,ALT-001203,BSCM-000203,INS-0001,2023-02-16 00:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 397.45.,2023-02-16,False,
FBK-000309,ALT-002847,BSCM-000007,INS-022,2024-02-24 10:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 356.50.,2024-02-24,True,2024-03-25
FBK-000310,ALT-000339,BSCM-000278,INS-0005,2023-07-11 05:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 116.27.,2023-07-11,False,
FBK-000311,ALT-000349,BSCM-000282,INS-024,2024-08-13 06:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 120.74.,2024-08-13,False,
FBK-000312,ALT-002229,BSCM-000321,INS-0015,2024-03-06 17:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 443.47.,2024-03-06,True,2024-04-05
FBK-000313,ALT-001919,BSCM-000480,INS-026,2024-04-09 07:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 340.36.,2024-04-09,False,
FBK-000314,ALT-002593,BSCM-000239,INS-0016,2024-05-21 02:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 132.60.,2024-05-21,False,
FBK-000315,ALT-001084,BSCM-000181,INS-0006,2023-06-23 18:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 272.24.,2023-06-23,True,2023-07-23
FBK-000316,ALT-003116,BSCM-000323,INS-0012,2024-06-03 15:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 233.92.,2024-06-03,False,
FBK-000317,ALT-001793,BSCM-000278,INS-0020,2024-06-07 07:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 477.41.,2024-06-07,False,
FBK-000318,ALT-001666,BSCM-000126,INS-0009,2023-02-25 07:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 383.36.,2023-02-25,True,2023-03-27
FBK-000319,ALT-000260,BSCM-000196,INS-0003,2024-02-26 20:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 106.03.,2024-02-26,False,
FBK-000320,ALT-002615,BSCM-000493,INS-0004,2023-04-17 12:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 471.63.,2023-04-17,False,
FBK-000321,ALT-001628,BSCM-000348,INS-0016,2024-03-03 06:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 413.02.,2024-03-03,True,2024-04-02
FBK-000322,ALT-002293,BSCM-000040,INS-0006,2025-01-13 02:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 363.39.,2025-01-13,False,
FBK-000323,ALT-002825,BSCM-000443,INS-0009,2024-02-17 06:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 184.19.,2024-02-17,False,
FBK-000324,ALT-001093,BSCM-000194,INS-0006,2024-05-03 19:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 300.50.,2024-05-03,True,2024-06-02
FBK-000325,ALT-002528,BSCM-000330,INS-038,2023-10-22 16:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 93.26.,2023-10-22,False,
FBK-000326,ALT-002310,BSCM-000198,INS-0017,2023-03-07 13:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 158.12.,2023-03-07,False,
FBK-000327,ALT-001772,BSCM-000043,INS-0016,2025-01-01 20:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 263.36.,2025-01-01,True,2025-01-31
FBK-000328,ALT-001893,BSCM-000106,INS-0010,2024-01-03 01:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 432.43.,2024-01-03,False,
FBK-000329,ALT-002552,BSCM-000422,INS-0003,2023-10-03 14:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 2594.48.,2023-10-03,False,
FBK-000330,ALT-002186,BSCM-000368,INS-0018,2024-11-02 06:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 490.60.,2024-11-02,True,2024-12-02
FBK-000331,ALT-000917,BSCM-000243,INS-0010,2024-02-04 13:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 222.54.,2024-02-04,False,
FBK-000332,ALT-002405,BSCM-000033,INS-0004,2023-05-15 22:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 2136.48.,2023-05-15,False,
FBK-000333,ALT-000335,BSCM-000020,INS-046,2023-01-27 02:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 454.95.,2023-01-27,True,2023-02-26
FBK-000334,ALT-002213,BSCM-000124,INS-0011,2023-01-06 04:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 491.02.,2023-01-06,False,
FBK-000335,ALT-001918,BSCM-000188,INS-0016,2024-05-26 23:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 78.97.,2024-05-26,False,
FBK-000336,ALT-000028,BSCM-000127,INS-0011,2023-01-14 01:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 2107.92.,2023-01-14,True,2023-02-13
FBK-000337,ALT-000697,BSCM-000136,INS-002,2023-03-05 09:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 151.65.,2023-03-05,False,
FBK-000338,ALT-002233,BSCM-000495,INS-0008,2023-09-26 17:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 1051.52.,2023-09-26,False,
FBK-000339,ALT-000915,BSCM-000224,INS-0006,2024-05-24 14:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 205.36.,2024-05-24,True,2024-06-23
FBK-000340,ALT-000462,BSCM-000234,INS-0002,2023-04-23 16:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 339.96.,2023-04-23,False,
FBK-000341,ALT-001256,BSCM-000249,INS-0008,2023-11-12 13:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 78.38.,2023-11-12,False,
FBK-000342,ALT-000758,BSCM-000362,INS-0011,2024-08-21 08:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 195.52.,2024-08-21,True,2024-09-20
FBK-000343,ALT-003349,BSCM-000290,INS-008,2023-10-21 20:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 178.21.,2023-10-21,False,
FBK-000344,ALT-000296,BSCM-000332,INS-0005,2024-05-07 00:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 208.22.,2024-05-07,False,
FBK-000345,ALT-002522,BSCM-000057,INS-0013,2024-01-14 13:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 460.87.,2024-01-14,True,2024-02-13
FBK-000346,ALT-000294,BSCM-000323,INS-0007,2023-05-02 12:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 100.26.,2023-05-02,False,
FBK-000347,ALT-000961,BSCM-000471,INS-0006,2023-08-03 00:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 415.13.,2023-08-03,False,
FBK-000348,ALT-002468,BSCM-000379,INS-0001,2023-05-13 06:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 2547.92.,2023-05-13,True,2023-06-12
FBK-000349,ALT-001504,BSCM-000205,INS-0013,2024-03-25 09:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 366.03.,2024-03-25,False,
FBK-000350,ALT-001913,BSCM-000345,INS-015,2024-10-21 17:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 318.54.,2024-10-21,False,
FBK-000351,ALT-002145,BSCM-000153,INS-0002,2024-02-19 18:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 205.53.,2024-02-19,True,2024-03-20
FBK-000352,ALT-003197,BSCM-000024,INS-0001,2023-01-26 06:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 2901.84.,2023-01-26,False,
FBK-000353,ALT-003412,BSCM-000079,INS-0020,2024-10-21 08:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 420.28.,2024-10-21,False,
FBK-000354,ALT-002548,BSCM-000491,INS-0008,2024-01-07 05:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 439.96.,2024-01-07,True,2024-02-06
FBK-000355,ALT-002662,BSCM-000396,INS-0016,2023-04-05 21:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 488.78.,2023-04-05,False,
FBK-000356,ALT-000307,BSCM-000373,INS-021,2023-04-17 16:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 191.04.,2023-04-17,False,
FBK-000357,ALT-003485,BSCM-000043,INS-0008,2024-03-05 11:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 250.31.,2024-03-05,True,2024-04-04
FBK-000358,ALT-002349,BSCM-000258,INS-0008,2024-02-05 16:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 284.84.,2024-02-05,False,
FBK-000359,ALT-002748,BSCM-000398,INS-0018,2023-12-07 23:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 1154.64.,2023-12-07,False,
FBK-000360,ALT-000226,BSCM-000263,INS-0011,2023-09-10 13:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 313.09.,2023-09-10,True,2023-10-10
FBK-000361,ALT-001717,BSCM-000063,INS-0019,2023-01-26 07:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 277.74.,2023-01-26,False,
FBK-000362,ALT-000998,BSCM-000274,INS-0008,2023-02-13 03:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 351.79.,2023-02-13,False,
FBK-000363,ALT-002562,BSCM-000172,INS-0009,2024-06-21 11:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 408.61.,2024-06-21,True,2024-07-21
FBK-000364,ALT-001407,BSCM-000147,INS-029,2024-04-05 10:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 292.69.,2024-04-05,False,
FBK-000365,ALT-001475,BSCM-000342,INS-0014,2023-11-14 12:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 150.51.,2023-11-14,False,
FBK-000366,ALT-000326,BSCM-000139,INS-031,2024-04-28 13:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 476.44.,2024-04-28,True,2024-05-28
FBK-000367,ALT-000035,BSCM-000448,INS-0015,2023-06-26 06:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 294.39.,2023-06-26,False,
FBK-000368,ALT-000748,BSCM-000210,INS-0005,2023-02-23 00:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 108.29.,2023-02-23,False,
FBK-000369,ALT-001690,BSCM-000276,INS-034,2024-06-06 11:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 425.62.,2024-06-06,True,2024-07-06
FBK-000370,ALT-003253,BSCM-000256,INS-0019,2023-11-11 06:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 327.90.,2023-11-11,False,
FBK-000371,ALT-000190,BSCM-000328,INS-0013,2023-12-26 21:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 130.76.,2023-12-26,False,
FBK-000372,ALT-002802,BSCM-000160,INS-0011,2023-03-25 04:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 82.24.,2023-03-25,True,2023-04-24
FBK-000373,ALT-002575,BSCM-000120,INS-038,2023-04-12 10:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 246.34.,2023-04-12,False,
FBK-000374,ALT-001960,BSCM-000122,INS-0018,2023-08-06 02:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 482.71.,2023-08-06,False,
FBK-000375,ALT-000340,BSCM-000389,INS-0017,2023-07-22 01:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 1781.76.,2023-07-22,True,2023-08-21
FBK-000376,ALT-001570,BSCM-000404,INS-0018,2023-12-20 01:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 2225.92.,2023-12-20,False,
FBK-000377,ALT-002429,BSCM-000056,INS-0006,2024-02-02 11:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 341.61.,2024-02-02,False,
FBK-000378,ALT-003004,BSCM-000292,INS-0003,2023-08-18 02:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 90.44.,2023-08-18,True,2023-09-17
